   0    2
   0   12
   0   16
   1    3
   1   13
   1   17
   2   14
   2   18
   3   15
   3   19
   4    5
   4   12
   4   14
   5   13
   5   15
   6    7
   6   16
   6   18
   7   17
   7   19
   8   10
   8   12
   8   13
   9   11
   9   14
   9   15
  10   16
  10   17
  11   18
  11   19
