0.000000000000000000e+00 5.000000000000000000e-01 1.309016994374947451e+00
0.000000000000000000e+00 5.000000000000000000e-01 -1.309016994374947451e+00
0.000000000000000000e+00 -5.000000000000000000e-01 1.309016994374947451e+00
0.000000000000000000e+00 -5.000000000000000000e-01 -1.309016994374947451e+00
1.309016994374947451e+00 0.000000000000000000e+00 5.000000000000000000e-01
1.309016994374947451e+00 0.000000000000000000e+00 -5.000000000000000000e-01
-1.309016994374947451e+00 0.000000000000000000e+00 5.000000000000000000e-01
-1.309016994374947451e+00 0.000000000000000000e+00 -5.000000000000000000e-01
5.000000000000000000e-01 1.309016994374947451e+00 0.000000000000000000e+00
5.000000000000000000e-01 -1.309016994374947451e+00 0.000000000000000000e+00
-5.000000000000000000e-01 1.309016994374947451e+00 0.000000000000000000e+00
-5.000000000000000000e-01 -1.309016994374947451e+00 0.000000000000000000e+00
8.090169943749474513e-01 8.090169943749474513e-01 8.090169943749474513e-01
8.090169943749474513e-01 8.090169943749474513e-01 -8.090169943749474513e-01
8.090169943749474513e-01 -8.090169943749474513e-01 8.090169943749474513e-01
8.090169943749474513e-01 -8.090169943749474513e-01 -8.090169943749474513e-01
-8.090169943749474513e-01 8.090169943749474513e-01 8.090169943749474513e-01
-8.090169943749474513e-01 8.090169943749474513e-01 -8.090169943749474513e-01
-8.090169943749474513e-01 -8.090169943749474513e-01 8.090169943749474513e-01
-8.090169943749474513e-01 -8.090169943749474513e-01 -8.090169943749474513e-01
